plate ,well,type,parent1,parent2,parent3,parent4,parent1_label,parent2_label,parent3_label,parent4_label
plate04,well78,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well79,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well80,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well81,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well82,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well83,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well84,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well85,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well86,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well87,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well88,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well89,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well90,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well91,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well92,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well93,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well94,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well95,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
plate04,well96,coinfection,CH83PR8,SI86,TX12,CA09,CH83PR8,SI86,TX12,CA09
